iterations,Accuracy,Precision,Recall,F1,AUC,raw_data_baseline,raw_data_proposed
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","[[0.5906040268456376, 0.5805369127516778, 0.5637583892617449, 0.5100671140939598, 0.5503355704697986, 0.5604026845637584, 0.5906040268456376, 0.5469798657718121, 0.587248322147651, 0.5503355704697986], [0.3063583815028902, 0.2994350282485876, 0.2616279069767442, 0.24479166666666666, 0.281767955801105, 0.2711864406779661, 0.3423913043478261, 0.26229508196721313, 0.3146067415730337, 0.26519337016574585], [0.9636363636363636, 0.9814814814814815, 0.9375, 0.9791666666666666, 0.9272727272727272, 0.96, 0.984375, 1.0, 0.9824561403508771, 0.9795918367346939], [0.4649122807017544, 0.4588744588744589, 0.4090909090909091, 0.39166666666666666, 0.4322033898305085, 0.42290748898678415, 0.5080645161290323, 0.4155844155844156, 0.4765957446808511, 0.41739130434782606], [0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775]]","[[0.9362416107382551, 0.9362416107382551, 0.9395973154362416, 0.9429530201342282, 0.9362416107382551, 0.9295302013422819, 0.9161073825503355, 0.9362416107382551, 0.9194630872483222, 0.9328859060402684], [0.86, 0.8431372549019608, 0.8571428571428571, 0.918918918918919, 0.875, 0.8085106382978723, 0.8679245283018868, 0.7959183673469388, 0.8837209302325582, 0.7636363636363637], [0.7818181818181819, 0.7962962962962963, 0.75, 0.7083333333333334, 0.7636363636363637, 0.76, 0.71875, 0.8125, 0.6666666666666666, 0.8571428571428571], [0.819047619047619, 0.819047619047619, 0.8, 0.8, 0.8155339805825242, 0.7835051546391752, 0.7863247863247863, 0.8041237113402062, 0.76, 0.8076923076923077], [0.9683501683501683, 0.9671372191863996, 0.9649166666666666, 0.9662499999999999, 0.9669285447063225, 0.9610483870967742, 0.9600694444444444, 0.9529166666666666, 0.9657858338793041, 0.9639373821817885]]"
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","[[0.5906040268456376, 0.5805369127516778, 0.5637583892617449, 0.5100671140939598, 0.5503355704697986, 0.5604026845637584, 0.5906040268456376, 0.5469798657718121, 0.587248322147651, 0.5503355704697986], [0.3063583815028902, 0.2994350282485876, 0.2616279069767442, 0.24479166666666666, 0.281767955801105, 0.2711864406779661, 0.3423913043478261, 0.26229508196721313, 0.3146067415730337, 0.26519337016574585], [0.9636363636363636, 0.9814814814814815, 0.9375, 0.9791666666666666, 0.9272727272727272, 0.96, 0.984375, 1.0, 0.9824561403508771, 0.9795918367346939], [0.4649122807017544, 0.4588744588744589, 0.4090909090909091, 0.39166666666666666, 0.4322033898305085, 0.42290748898678415, 0.5080645161290323, 0.4155844155844156, 0.4765957446808511, 0.41739130434782606], [0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775]]","[[0.9429530201342282, 0.9463087248322147, 0.9496644295302014, 0.9496644295302014, 0.9530201342281879, 0.9463087248322147, 0.9463087248322147, 0.9530201342281879, 0.9463087248322147, 0.9496644295302014], [0.9166666666666666, 0.8867924528301887, 0.875, 0.9038461538461539, 0.9387755102040817, 0.9183673469387755, 0.9183673469387755, 0.9387755102040817, 0.9019607843137255, 0.875], [0.7719298245614035, 0.8245614035087719, 0.8596491228070176, 0.8245614035087719, 0.8070175438596491, 0.7894736842105263, 0.7894736842105263, 0.8070175438596491, 0.8070175438596491, 0.8596491228070176], [0.8380952380952381, 0.8545454545454545, 0.8672566371681416, 0.8623853211009175, 0.8679245283018868, 0.8490566037735849, 0.8490566037735849, 0.8679245283018868, 0.8518518518518519, 0.8672566371681416], [0.9720462983184102, 0.9754677149304798, 0.9743757734585425, 0.9757588993229963, 0.9745941617529301, 0.975613307126738, 0.9741573851641552, 0.9780883744631288, 0.9755405110286088, 0.9756133071267379]]"
