iterations,Accuracy,Precision,Recall,F1,AUC,raw_data_baseline,raw_data_proposed
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.5150695989858134, pvalue=0.00043963875262656454)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","[[0.6442307692307693, 0.6634615384615384, 0.5961538461538461, 0.5865384615384616, 0.5865384615384616, 0.5769230769230769, 0.6442307692307693, 0.5576923076923077, 0.6057692307692307, 0.6153846153846154], [0.2391304347826087, 0.2978723404255319, 0.23636363636363636, 0.23636363636363636, 0.20754716981132076, 0.24561403508771928, 0.2127659574468085, 0.23333333333333334, 0.2727272727272727, 0.24528301886792453], [0.8461538461538461, 0.875, 1.0, 0.9285714285714286, 0.9166666666666666, 0.9333333333333333, 1.0, 1.0, 0.9375, 1.0], [0.3728813559322034, 0.4444444444444444, 0.38235294117647056, 0.37681159420289856, 0.3384615384615385, 0.3888888888888889, 0.3508771929824561, 0.3783783783783784, 0.4225352112676056, 0.3939393939393939], [0.7307692307692308, 0.75, 0.7692307692307692, 0.7309523809523809, 0.7300724637681159, 0.7250936329588014, 0.8031914893617021, 0.7444444444444445, 0.7414772727272727, 0.7802197802197802]]","[[0.9423076923076923, 0.8942307692307693, 0.9326923076923077, 0.9519230769230769, 0.9519230769230769, 0.9230769230769231, 0.9326923076923077, 0.9423076923076923, 0.8942307692307693, 0.9519230769230769], [0.7692307692307693, 0.6666666666666666, 0.75, 0.7647058823529411, 0.8181818181818182, 0.8181818181818182, 0.6153846153846154, 0.9, 0.6923076923076923, 0.8333333333333334], [0.7692307692307693, 0.625, 0.6923076923076923, 0.9285714285714286, 0.75, 0.6, 0.8, 0.6428571428571429, 0.5625, 0.7692307692307693], [0.7692307692307693, 0.6451612903225806, 0.72, 0.8387096774193549, 0.782608695652174, 0.6923076923076923, 0.6956521739130435, 0.75, 0.6206896551724138, 0.8], [0.9551986475063398, 0.9041193181818181, 0.9475908706677938, 0.9817460317460318, 0.9619565217391304, 0.9348314606741572, 0.9606382978723405, 0.9634920634920635, 0.8629261363636362, 0.9611158072696535]]"
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.704051835490427, pvalue=0.00021218287122257823)","[[0.6442307692307693, 0.6634615384615384, 0.5961538461538461, 0.5865384615384616, 0.5865384615384616, 0.5769230769230769, 0.6442307692307693, 0.5576923076923077, 0.6057692307692307, 0.6153846153846154], [0.2391304347826087, 0.2978723404255319, 0.23636363636363636, 0.23636363636363636, 0.20754716981132076, 0.24561403508771928, 0.2127659574468085, 0.23333333333333334, 0.2727272727272727, 0.24528301886792453], [0.8461538461538461, 0.875, 1.0, 0.9285714285714286, 0.9166666666666666, 0.9333333333333333, 1.0, 1.0, 0.9375, 1.0], [0.3728813559322034, 0.4444444444444444, 0.38235294117647056, 0.37681159420289856, 0.3384615384615385, 0.3888888888888889, 0.3508771929824561, 0.3783783783783784, 0.4225352112676056, 0.3939393939393939], [0.7307692307692308, 0.75, 0.7692307692307692, 0.7309523809523809, 0.7300724637681159, 0.7250936329588014, 0.8031914893617021, 0.7444444444444445, 0.7414772727272727, 0.7802197802197802]]","[[0.9423076923076923, 0.9134615384615384, 0.9423076923076923, 0.9615384615384616, 0.9615384615384616, 0.9230769230769231, 0.9423076923076923, 0.9519230769230769, 0.8942307692307693, 0.9519230769230769], [0.7692307692307693, 0.7333333333333333, 0.7692307692307693, 1.0, 0.9, 0.8181818181818182, 0.7, 0.9090909090909091, 0.6923076923076923, 0.9], [0.7692307692307693, 0.6875, 0.7692307692307693, 0.7142857142857143, 0.75, 0.6, 0.7, 0.7142857142857143, 0.5625, 0.6923076923076923], [0.7692307692307693, 0.7096774193548387, 0.7692307692307693, 0.8333333333333334, 0.8181818181818182, 0.6923076923076923, 0.7, 0.8, 0.6206896551724138, 0.782608695652174], [0.9746407438715131, 0.9083806818181819, 0.9585798816568047, 0.9817460317460318, 0.9492753623188406, 0.9565543071161049, 0.9595744680851064, 0.96984126984127, 0.7975852272727273, 0.9535080304311073]]"
