repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.561744966442953,0.6359502913456894,0.7226673711740815,0.5396969556620628,0.7226673711740815,"[0.7328469884025439, 0.7345931997571342, 0.7191666666666667, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7360413481837373, 0.7247356774034914]"
10,0.5671140939597316,0.6396625025838969,0.7172318635390702,0.5476759567793248,0.7172318635390702,"[0.7334934847492174, 0.6853600944510035, 0.740799934431604, 0.6931936086324965, 0.7470775402919001, 0.73, 0.706993152106246, 0.7048081696333593, 0.7089922700517695, 0.7216003810431055]"
10,0.5191275167785234,0.6276198552203202,0.6991503493502075,0.5040566077244875,0.6991503493502075,"[0.6916947250280583, 0.6986945962355797, 0.7051666666666667, 0.6591666666666667, 0.7037037037037037, 0.7116935483870968, 0.6987847222222222, 0.708, 0.7219917012448133, 0.6926071633472666]"
10,0.5191275167785234,0.6276198552203202,0.6991503493502075,0.5040566077244875,0.6991503493502075,"[0.6916947250280583, 0.6986945962355797, 0.7051666666666667, 0.6591666666666667, 0.7037037037037037, 0.7116935483870968, 0.6987847222222222, 0.708, 0.7219917012448133, 0.6926071633472666]"
10,0.5191275167785234,0.6276198552203202,0.6991503493502075,0.5040566077244875,0.6991503493502075,"[0.6916947250280583, 0.6986945962355797, 0.7051666666666667, 0.6591666666666667, 0.7037037037037037, 0.7116935483870968, 0.6987847222222222, 0.708, 0.7219917012448133, 0.6926071633472666]"
10,0.5191275167785234,0.2667118131684497,0.9775982830000688,0.41836386834799055,0.6991503493502075,"[0.6916947250280583, 0.6986945962355797, 0.7051666666666667, 0.6591666666666667, 0.7037037037037037, 0.7116935483870968, 0.6987847222222222, 0.708, 0.7219917012448133, 0.6926071633472666]"
10,0.5630872483221476,0.28496538779277786,0.9695480216142809,0.43972911748932064,0.7226430495238908,"[0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775]"
10,0.6835570469798659,0.33857275679369775,0.8216627002209709,0.4780518187763029,0.7380801368394655,"[0.7280209502431725, 0.6961141469338191, 0.7278333333333332, 0.71825, 0.7667789001122335, 0.7485483870967741, 0.7168803418803419, 0.7306666666666668, 0.7834680061148723, 0.7642406360134416]"
10,0.6835570469798659,0.33857275679369775,0.8216627002209709,0.4780518187763029,0.7380801368394655,"[0.7280209502431725, 0.6961141469338191, 0.7278333333333332, 0.71825, 0.7667789001122335, 0.7485483870967741, 0.7168803418803419, 0.7306666666666668, 0.7834680061148723, 0.7642406360134416]"
10,0.5218120805369129,0.2687952487059918,0.9866992845117846,0.4218855649115638,0.70426160495676,"[0.7201646090534979, 0.7202489374620522, 0.6851666666666667, 0.6835833333333332, 0.6855218855218855, 0.7157258064516129, 0.6994524572649572, 0.704, 0.7199170124481328, 0.7088353413654618]"
10,0.49832214765100674,0.2598365255971489,0.9887826178451178,0.4108987748898437,0.6908334269786993,"[0.7078189300411523, 0.7059046751669702, 0.6875833333333332, 0.6575833333333333, 0.6731762065095399, 0.7096774193548387, 0.6823584401709402, 0.6859999999999999, 0.7074688796680497, 0.6907630522088353]"
10,0.5835570469798658,0.29374306614441126,0.961976472792732,0.4494642430410047,0.7320322674205504,"[0.7431350542461653, 0.7396782027929568, 0.72875, 0.7091666666666667, 0.6841376730265619, 0.7320161290322581, 0.7400507478632479, 0.746, 0.7505641697605008, 0.7468240308171461]"
10,0.6151006711409396,0.3082940483227201,0.9408072894628345,0.46362483776730457,0.742930391460699,"[0.7760568649457538, 0.7488615664845173, 0.7363333333333334, 0.7271666666666667, 0.7079685746352411, 0.7241129032258065, 0.7500667735042736, 0.73675, 0.7713110577273058, 0.7506761740840915]"
10,0.6681208053691277,0.3392448255788673,0.9170297971660754,0.49421785562493914,0.765942925609209,"[0.7937149270482603, 0.7661657559198543, 0.7579166666666668, 0.7591666666666668, 0.7388327721661054, 0.7423387096774193, 0.765090811965812, 0.7663333333333333, 0.7952609740117929, 0.7746086386361775]"
10,0.5630872483221476,0.28496538779277786,0.9695480216142809,0.43972911748932064,0.7226430495238908,"[0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775]"
10,0.5630872483221476,0.28496538779277786,0.9695480216142809,0.43972911748932064,0.7226430495238908,"[0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775]"
