iterations,Accuracy,Precision,Recall,F1,AUC,raw_data_baseline,raw_data_proposed
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.250494467879354, pvalue=0.0011520450981421845)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","[[0.5298507462686567, 0.6268656716417911, 0.47761194029850745, 0.6044776119402985, 0.5447761194029851, 0.5671641791044776, 0.5522388059701493, 0.5597014925373134, 0.582089552238806, 0.5223880597014925], [0.29069767441860467, 0.3, 0.20930232558139536, 0.3108108108108108, 0.2804878048780488, 0.30864197530864196, 0.3409090909090909, 0.3026315789473684, 0.2948717948717949, 0.30434782608695654], [0.9259259259259259, 0.9545454545454546, 0.9, 0.92, 0.92, 0.9259259259259259, 0.9375, 0.7931034482758621, 0.9583333333333334, 1.0], [0.4424778761061947, 0.45652173913043476, 0.33962264150943394, 0.46464646464646464, 0.42990654205607476, 0.46296296296296297, 0.5, 0.4380952380952381, 0.45098039215686275, 0.4666666666666667], [0.6779162339910004, 0.7585227272727273, 0.6517543859649123, 0.7260550458715596, 0.6893577981651376, 0.7012807199723088, 0.6844362745098039, 0.6441707717569787, 0.7291666666666667, 0.6981132075471699]]","[[0.917910447761194, 0.917910447761194, 0.917910447761194, 0.917910447761194, 0.9253731343283582, 0.917910447761194, 0.9104477611940298, 0.9253731343283582, 0.917910447761194, 0.9253731343283582], [0.8, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.8076923076923077, 0.7777777777777778, 0.75, 0.8636363636363636, 0.8260869565217391, 0.8076923076923077], [0.7692307692307693, 0.8076923076923077, 0.8076923076923077, 0.8076923076923077, 0.8076923076923077, 0.8076923076923077, 0.8076923076923077, 0.7307692307692307, 0.7307692307692307, 0.8076923076923077], [0.7843137254901961, 0.7924528301886793, 0.7924528301886793, 0.7924528301886793, 0.8076923076923077, 0.7924528301886793, 0.7777777777777778, 0.7916666666666666, 0.7755102040816326, 0.8076923076923077], [0.9102564102564101, 0.9063390313390314, 0.8942307692307692, 0.9056267806267806, 0.8999287749287749, 0.9045584045584045, 0.9024216524216525, 0.8924501424501424, 0.883903133903134, 0.9081196581196581]]"
