iterations,Accuracy,Precision,Recall,F1,AUC,raw_data_baseline,raw_data_proposed
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.704051835490427, pvalue=0.00021218287122257823)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","[[0.6357615894039735, 0.6357615894039735, 0.6357615894039735, 0.5960264900662252, 0.6158940397350994, 0.6423841059602649, 0.609271523178808, 0.6291390728476821, 0.6026490066225165, 0.6357615894039735], [0.23943661971830985, 0.3246753246753247, 0.23880597014925373, 0.24358974358974358, 0.27631578947368424, 0.18461538461538463, 0.21621621621621623, 0.22388059701492538, 0.21621621621621623, 0.21428571428571427], [0.9444444444444444, 0.8928571428571429, 0.8, 0.9047619047619048, 0.875, 0.9230769230769231, 0.9411764705882353, 0.7894736842105263, 0.8888888888888888, 1.0], [0.38202247191011235, 0.47619047619047616, 0.367816091954023, 0.3838383838383838, 0.42, 0.3076923076923077, 0.3516483516483517, 0.3488372093023256, 0.34782608695652173, 0.35294117647058826], [0.7692147034252297, 0.7350464576074331, 0.7053435114503817, 0.7254578754578755, 0.7209645669291338, 0.7695094760312152, 0.7541703248463565, 0.6977671451355661, 0.7263993316624896, 0.7977941176470589]]","[[0.9006622516556292, 0.8940397350993378, 0.8940397350993378, 0.9006622516556292, 0.8807947019867549, 0.9536423841059603, 0.9337748344370861, 0.9072847682119205, 0.9470198675496688, 0.9403973509933775], [0.6666666666666666, 0.8, 0.625, 0.6875, 0.6363636363636364, 0.7142857142857143, 0.7692307692307693, 0.6086956521739131, 0.8125, 0.7142857142857143], [0.3333333333333333, 0.5714285714285714, 0.5, 0.5238095238095238, 0.5833333333333334, 0.7692307692307693, 0.5882352941176471, 0.7368421052631579, 0.7222222222222222, 0.6666666666666666], [0.4444444444444444, 0.6666666666666666, 0.5555555555555556, 0.5945945945945946, 0.6086956521739131, 0.7407407407407407, 0.6666666666666666, 0.6666666666666666, 0.7647058823529411, 0.6896551724137931], [0.8943191311612365, 0.9006968641114983, 0.8938931297709923, 0.8457875457875458, 0.8694225721784777, 0.9425863991081382, 0.9271290605794558, 0.9234449760765551, 0.9164578111946533, 0.9176470588235295]]"
10,"RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=-3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","RanksumsResult(statistic=3.779644730092272, pvalue=0.00015705228423075119)","[[0.6357615894039735, 0.6357615894039735, 0.6357615894039735, 0.5960264900662252, 0.6158940397350994, 0.6423841059602649, 0.609271523178808, 0.6291390728476821, 0.6026490066225165, 0.6357615894039735], [0.23943661971830985, 0.3246753246753247, 0.23880597014925373, 0.24358974358974358, 0.27631578947368424, 0.18461538461538463, 0.21621621621621623, 0.22388059701492538, 0.21621621621621623, 0.21428571428571427], [0.9444444444444444, 0.8928571428571429, 0.8, 0.9047619047619048, 0.875, 0.9230769230769231, 0.9411764705882353, 0.7894736842105263, 0.8888888888888888, 1.0], [0.38202247191011235, 0.47619047619047616, 0.367816091954023, 0.3838383838383838, 0.42, 0.3076923076923077, 0.3516483516483517, 0.3488372093023256, 0.34782608695652173, 0.35294117647058826], [0.7692147034252297, 0.7350464576074331, 0.7053435114503817, 0.7254578754578755, 0.7209645669291338, 0.7695094760312152, 0.7541703248463565, 0.6977671451355661, 0.7263993316624896, 0.7977941176470589]]","[[0.9139072847682119, 0.8807947019867549, 0.8940397350993378, 0.9072847682119205, 0.8807947019867549, 0.9602649006622517, 0.9205298013245033, 0.9072847682119205, 0.9205298013245033, 0.9470198675496688], [0.6470588235294118, 0.8125, 0.6428571428571429, 0.7058823529411765, 0.7142857142857143, 0.7692307692307693, 0.8571428571428571, 0.7272727272727273, 0.6666666666666666, 0.7692307692307693], [0.6111111111111112, 0.4642857142857143, 0.45, 0.5714285714285714, 0.4166666666666667, 0.7692307692307693, 0.35294117647058826, 0.42105263157894735, 0.6666666666666666, 0.6666666666666666], [0.6285714285714286, 0.5909090909090909, 0.5294117647058824, 0.631578947368421, 0.5263157894736842, 0.7692307692307693, 0.5, 0.5333333333333333, 0.6666666666666666, 0.7142857142857143], [0.8959899749373433, 0.8975029036004646, 0.9007633587786259, 0.8622710622710623, 0.8684383202099737, 0.9409141583054627, 0.9003511852502195, 0.9027113237639552, 0.9160401002506265, 0.9161764705882354]]"
